QC Batch ID,QC Type,QC No.,Test,Parameter,Result,Units,Mark,Analyst,Analysis Date,ParamAnalysisDate,ParamAnalyst,D.F.,Volume,%Rec,ACP %Rec,%RPD,ACP %RPD,Spike Amnt.,Spike Units,Status,Entered By,Entered Date,"ValidatedBy",Validated Date,"ApprovedBy",Approved Date,Permission,Measured Result,Method Volume,"PercentMoisture",Extract Volume,Method Ext. Volume,Method,Matrix,Report,Qual.,Instrument,Comment
QC2023031301,4 pH,1,pH,pH,3.99,SU,Unchecked,shavens,03/13/2023 00:00,,,1,,99.75,,,,4,SU,Pending Validation,shavens,03/16/2023 14:23,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,MANTECH MT-100,
QC2023031301,6 pH,1,pH,pH,6.01,SU,Unchecked,shavens,03/13/2023 00:00,,,1,,100.17,,,,6,SU,Pending Validation,shavens,03/16/2023 14:23,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,MANTECH MT-100,
QC2023031301,8 pH,1,pH,pH,8.02,SU,Unchecked,shavens,03/13/2023 00:00,,,1,,100.25,,,,8,SU,Pending Validation,shavens,03/16/2023 14:23,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,MANTECH MT-100,
QC2023031301,Instrument Duplicate,1,pH,pH,6.79,SU,Unchecked,shavens,03/13/2023 00:00,,,1,,,,0.00,-31.21-34.04,0,,Pending Validation,shavens,03/16/2023 14:23,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,MANTECH MT-100,
QC2023031301,Instrument Duplicate,2,pH,pH,5.97,SU,Unchecked,shavens,03/13/2023 00:00,,,1,,,,0.17,-31.21-34.04,0,,Pending Validation,shavens,03/16/2023 14:23,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,MANTECH MT-100,
QC2023031301,Ref Sample,1,pH,pH,6.96,SU,Unchecked,shavens,03/13/2023 00:00,,,1,,,,,,,SU,Pending Validation,shavens,03/16/2023 14:23,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,MANTECH MT-100,
QC2023031401,4 pH,1,pH,pH,3.98,SU,Unchecked,shavens,03/14/2023 00:00,,,1,,99.50,,,,4,SU,Pending Validation,shavens,03/16/2023 14:18,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,MANTECH MT-100,
QC2023031401,6 pH,1,pH,pH,6.03,SU,Unchecked,shavens,03/14/2023 00:00,,,1,,100.50,,,,6,SU,Pending Validation,shavens,03/16/2023 14:18,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,MANTECH MT-100,
QC2023031401,8 pH,1,pH,pH,7.98,SU,Unchecked,shavens,03/14/2023 00:00,,,1,,99.75,,,,8,SU,Pending Validation,shavens,03/16/2023 14:18,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,MANTECH MT-100,
QC2023031401,Instrument Duplicate,1,pH,pH,6.24,SU,Unchecked,shavens,03/14/2023 00:00,,,1,,,,3.15,-31.21-34.04,0,,Pending Validation,shavens,03/16/2023 14:18,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,MANTECH MT-100,
QC2023031401,Ref Sample,1,pH,pH,6.53,SU,Unchecked,shavens,03/14/2023 00:00,,,1,,,,,,,SU,Pending Validation,shavens,03/16/2023 14:18,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,MANTECH MT-100,
QC2023031501,4 pH,1,pH,pH,3.97,SU,Unchecked,shavens,03/15/2023 00:00,,,1,,99.25,,,,4,SU,Pending Validation,shavens,03/16/2023 14:27,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,MANTECH MT-100,
QC2023031501,6 pH,1,pH,pH,5.96,SU,Unchecked,shavens,03/15/2023 00:00,,,1,,99.33,,,,6,SU,Pending Validation,shavens,03/16/2023 14:27,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,MANTECH MT-100,
QC2023031501,8 pH,1,pH,pH,8.02,SU,Unchecked,shavens,03/15/2023 00:00,,,1,,100.25,,,,8,SU,Pending Validation,shavens,03/16/2023 14:27,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,MANTECH MT-100,
QC2023031501,Instrument Duplicate,1,pH,pH,6.15,SU,Unchecked,shavens,03/15/2023 00:00,,,1,,,,0.33,-31.21-34.04,0,,Pending Validation,shavens,03/16/2023 14:27,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,MANTECH MT-100,
QC2023031501,Ref Sample,1,pH,pH,6.44,SU,Unchecked,shavens,03/15/2023 00:00,,,1,,,,,,,SU,Pending Validation,shavens,03/16/2023 14:27,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,MANTECH MT-100,
QC2023051002,10 pH,1,pH,pH,10.016,SU,Unchecked,jthoroski,05/04/2023 00:00,,,1,,100.16,,,,10,SU,Pending Validation,jthoroski,05/10/2023 10:38,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,MANTECH MT-100,
QC2023051002,4 pH,1,pH,pH,4.001,SU,Unchecked,jthoroski,05/04/2023 00:00,,,1,,100.03,,,,4,SU,Pending Validation,jthoroski,05/10/2023 10:38,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,MANTECH MT-100,
QC2023051002,6 pH,1,pH,pH,5.993,SU,Unchecked,jthoroski,05/04/2023 00:00,,,1,,99.88,,,,6,SU,Pending Validation,jthoroski,05/10/2023 10:38,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,MANTECH MT-100,
QC2023051002,7 pH,1,pH,pH,6.990,SU,Unchecked,jthoroski,05/04/2023 00:00,,,1,,99.86,,,,7,SU,Pending Validation,jthoroski,05/10/2023 10:38,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,MANTECH MT-100,
QC2023051002,8 pH,1,pH,pH,7.975,SU,Unchecked,jthoroski,05/04/2023 00:00,,,1,,99.69,,,,8,SU,Pending Validation,jthoroski,05/10/2023 10:38,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,MANTECH MT-100,
QC2023051002,Instrument Duplicate,1,pH,pH,5.069,SU,Unchecked,jthoroski,05/04/2023 00:00,,,1,,,,1.35,-31.21-34.04,0,,Pending Validation,jthoroski,05/10/2023 10:38,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,MANTECH MT-100,
QC2023051002,Ref Sample,1,pH,pH,6.359,SU,Unchecked,jthoroski,05/04/2023 00:00,,,1,,,,,,,SU,Pending Validation,jthoroski,05/10/2023 10:38,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,MANTECH MT-100,
QC2023051009,4 pH,1,pH,pH,4.021,SU,Unchecked,jthoroski,05/09/2023 00:00,,,1,,100.53,,,,4,SU,Pending Validation,jthoroski,05/10/2023 11:30,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023051009,6 pH,1,pH,pH,6.021,SU,Unchecked,jthoroski,05/09/2023 00:00,,,1,,100.35,,,,6,SU,Pending Validation,jthoroski,05/10/2023 11:30,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023051009,8 pH,1,pH,pH,8.015,SU,Unchecked,jthoroski,05/09/2023 00:00,,,1,,100.19,,,,8,SU,Pending Validation,jthoroski,05/10/2023 11:30,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023051009,Instrument Duplicate,1,pH,pH,6.028,SU,Unchecked,jthoroski,05/09/2023 00:00,,,1,,,,0.27,-31.21-34.04,0,,Pending Validation,jthoroski,05/10/2023 11:30,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023051009,Ref Sample,1,pH,pH,6.743,SU,Unchecked,jthoroski,05/09/2023 00:00,,,1,,,,,,,SU,Pending Validation,jthoroski,05/10/2023 11:30,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023051501,Instrument Duplicate,1,pH,pH,6.78,SU,Unchecked,shavens,05/15/2023 00:00,,,1,,,,,-31.21-34.04,0,,Pending Validation,shavens,05/16/2023 11:33,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023051501,Instrument Duplicate,2,pH,pH,6.63,SU,Unchecked,shavens,05/15/2023 00:00,,,1,,,,,-31.21-34.04,0,,Pending Validation,shavens,05/16/2023 11:33,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023051501,Ref Sample,1,pH,pH,6.67,SU,Unchecked,shavens,05/15/2023 00:00,,,1,,,,,,,SU,Pending Validation,shavens,05/16/2023 11:33,,,,,Approve,,,0,,,ELA-MT100,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023051601,Instrument Duplicate,1,pH,pH,6.404,SU,Unchecked,jthoroski,05/08/2023 00:00,,,1,,,,,-31.21-34.04,0,,Pending Validation,jthoroski,05/16/2023 09:11,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023051601,Instrument Duplicate,2,pH,pH,6.867,SU,Unchecked,jthoroski,05/08/2023 00:00,,,1,,,,0.25,-31.21-34.04,0,,Pending Validation,jthoroski,05/16/2023 09:11,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023051601,Ref Sample,1,pH,pH,6.765,SU,Unchecked,jthoroski,05/08/2023 00:00,,,1,,,95-105,,,,SU,Pending Validation,jthoroski,05/16/2023 09:11,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023051802,Instrument Duplicate,1,pH,pH,6.717,SU,Unchecked,jthoroski,05/17/2023 00:00,,,1,,,,0.01,-31.21-34.04,0,,Pending Validation,jthoroski,05/18/2023 11:00,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023051802,Ref Sample,1,pH,pH,6.750,SU,Unchecked,jthoroski,05/17/2023 00:00,,,1,,,95-105,,,,SU,Pending Validation,jthoroski,05/18/2023 11:00,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023051803,Instrument Duplicate,1,pH,pH,6.490,SU,Unchecked,jthoroski,05/16/2023 00:00,,,1,,,,0.19,-31.21-34.04,0,,Pending Validation,jthoroski,06/01/2023 08:59,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023051803,Ref Sample,1,pH,pH,6.715,SU,Unchecked,jthoroski,05/16/2023 00:00,,,1,,,95-105,,,,SU,Pending Validation,jthoroski,06/01/2023 08:59,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023052405,Instrument Duplicate,1,pH,pH,6.034,SU,Unchecked,jthoroski,05/24/2023 00:00,,,1,,,,0.05,-31.21-34.04,0,,Pending Validation,jthoroski,06/01/2023 10:00,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023052405,Ref Sample,1,pH,pH,6.765,SU,Unchecked,jthoroski,05/24/2023 00:00,,,1,,,95-105,,,,SU,Pending Validation,jthoroski,06/01/2023 10:00,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023052901,Instrument Duplicate,1,pH,pH,7.013,SU,Unchecked,jthoroski,05/29/2023 00:00,,,1,,,,0.11,-31.21-34.04,0,,Pending Validation,jthoroski,06/01/2023 10:03,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023052901,Ref Sample,1,pH,pH,6.800,SU,Unchecked,jthoroski,05/29/2023 00:00,,,1,,,95-105,,,,SU,Pending Validation,jthoroski,06/01/2023 10:03,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023053001,Instrument Duplicate,1,pH,pH,6.668,SU,Unchecked,jthoroski,05/30/2023 00:00,,,1,,,,0.06,-31.21-34.04,0,,Pending Validation,jthoroski,06/01/2023 10:06,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023053001,Ref Sample,1,pH,pH,6.849,SU,Unchecked,jthoroski,05/30/2023 00:00,,,1,,,95-105,,,,SU,Pending Validation,jthoroski,06/01/2023 10:06,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023060101,Instrument Duplicate,1,pH,pH,6.998,SU,Unchecked,jthoroski,05/23/2023 00:00,,,1,,,,0.14,-31.21-34.04,0,,Pending Validation,jthoroski,06/01/2023 09:54,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023060101,Ref Sample,1,pH,pH,6.758,SU,Unchecked,jthoroski,05/23/2023 00:00,,,1,,,95-105,,,,SU,Pending Validation,jthoroski,06/01/2023 09:54,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023060102,Instrument Duplicate,1,pH,pH,6.451,SU,Unchecked,jthoroski,05/31/2023 00:00,,,1,,,,0.23,-31.21-34.04,0,,Pending Validation,jthoroski,06/01/2023 10:27,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023060102,Ref Sample,1,pH,pH,6.795,SU,Unchecked,jthoroski,05/31/2023 00:00,,,1,,,95-105,,,,SU,Pending Validation,jthoroski,06/01/2023 10:27,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023061301,Instrument Duplicate,1,pH,pH,6.72,SU,Unchecked,jthoroski,06/13/2023 00:00,,,1,,,,0.15,-31.21-34.04,0,,Pending Validation,jthoroski,07/04/2023 08:50,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023061301,Ref Sample,1,pH,pH,6.67,SU,Unchecked,jthoroski,06/13/2023 00:00,,,1,,,95-105,,,,SU,Pending Validation,jthoroski,07/04/2023 08:50,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023062003,Instrument Duplicate,1,pH,pH,7.17,SU,Unchecked,jthoroski,06/20/2023 00:00,,,1,,,,0.00,-31.21-34.04,0,,Pending Validation,jthoroski,07/04/2023 09:18,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023062003,Ref Sample,1,pH,pH,6.72,SU,Unchecked,jthoroski,06/20/2023 00:00,,,1,,,95-105,,,,SU,Pending Validation,jthoroski,07/04/2023 09:18,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023062107,Instrument Duplicate,1,pH,pH,6.78,SU,Unchecked,jthoroski,06/21/2023 00:00,,,1,,,,0.15,-31.21-34.04,0,,Pending Validation,jthoroski,07/04/2023 09:05,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023062107,Ref Sample,1,pH,pH,6.72,SU,Unchecked,jthoroski,06/21/2023 00:00,,,1,,,95-105,,,,SU,Pending Validation,jthoroski,07/04/2023 09:05,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023062601,Instrument Duplicate,1,pH,pH,7.17,SU,Unchecked,jthoroski,06/19/2023 00:00,,,1,,,,0.14,-31.21-34.04,0,,Pending Validation,jthoroski,07/04/2023 09:00,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023062601,Ref Sample,1,pH,pH,6.66,SU,Unchecked,jthoroski,06/19/2023 00:00,,,1,,,95-105,,,,SU,Pending Validation,jthoroski,07/04/2023 09:00,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023062602,Instrument Duplicate,1,pH,pH,7.26,SU,Unchecked,jthoroski,06/26/2023 00:00,,,1,,,,0.28,-31.21-34.04,0,,Pending Validation,jthoroski,07/04/2023 09:25,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023062602,Ref Sample,1,pH,pH,6.66,SU,Unchecked,jthoroski,06/26/2023 00:00,,,1,,,95-105,,,,SU,Pending Validation,jthoroski,07/04/2023 09:25,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023062701,Instrument Duplicate,1,pH,pH,6.61,SU,Unchecked,jthoroski,06/27/2023 00:00,,,1,,,,0.30,,0,,Pending Validation,jthoroski,07/04/2023 09:29,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,MANTECH MT-100,
QC2023062701,Ref Sample,1,pH,pH,6.67,SU,Unchecked,jthoroski,06/27/2023 00:00,,,1,,,,,,,SU,Pending Validation,jthoroski,07/04/2023 09:29,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,MANTECH MT-100,
QC2023062801,Instrument Duplicate,1,pH,pH,6.66,SU,Unchecked,jthoroski,06/28/2023 00:00,,,1,,,,0.15,-31.21-34.04,0,,Pending Validation,jthoroski,07/04/2023 09:34,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023062801,Ref Sample,1,pH,pH,6.81,SU,Unchecked,jthoroski,06/28/2023 00:00,,,1,,,95-105,,,,SU,Pending Validation,jthoroski,07/04/2023 09:34,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023070401,Instrument Duplicate,1,pH,pH,7.38,SU,Unchecked,jthoroski,07/04/2023 00:00,,,1,,,,0.27,-31.21-34.04,0,,Pending Validation,jthoroski,07/11/2023 14:10,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023070401,Ref Sample,1,pH,pH,6.71,SU,Unchecked,jthoroski,07/04/2023 00:00,,,1,,,95-105,,,,SU,Pending Validation,jthoroski,07/11/2023 14:10,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023070501,Instrument Duplicate,1,pH,pH,6.27,SU,Unchecked,jthoroski,07/05/2023 00:00,,,1,,,,0.32,-31.21-34.04,0,,Pending Validation,jthoroski,07/11/2023 13:41,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
QC2023070501,Ref Sample,1,pH,pH,6.70,SU,Unchecked,jthoroski,07/05/2023 00:00,,,1,,,95-105,,,,SU,Pending Validation,jthoroski,07/11/2023 13:41,,,,,Approve,,,0,,,ELA-pH,Lake Water,Checked,,Fisher Scientific Accumet pH meter,
